	Molecule
1417	COC(=O)c1[nH]\c(=N\C(=O)C[C@@H]2NC(=O)c3ccccc3N=C2O)sc1-c1ccccc1
1418	COc1cn(CC(=O)NCC2CCOCC2)c(C[NH+]2CCCCC2)cc1=O
1419	COC(=O)c1cc(-c2ccc(OC)cc2)n2nc3ccccc3c2n1
1420	Cn1cc(CCC(=O)Nc2nc(n[nH]2)[C@@H]2CCCO2)c2ccccc12
1421	Clc1ccc(cc1)[C@H](CC(=O)NCc1ccccn1)Cn1cnnn1
1422	CC(C)c1nc(C)sc1-c1nn2c(nnc2s1)-c1cnn(C)c1C
1423	COc1ccc(N2CCCC2=O)c(NC(=O)C2(CCCCC2)n2cnnn2)c1
1424	COc1cc2nc(C)n(CCNC(=O)c3ccccc3Br)c(=O)c2cc1OC
1425	Fc1ccc(cc1)N1CCN(CC1)C(=O)CCCC(=O)NCc1ccncc1
1426	COc1ccc(CN2CCN(CC2)C(=O)c2ccc3n(C)ccc3c2)c(OC)c1OC
1427	CC(C)(Oc1ccc(cc1)[C@@H]1CC1(Cl)Cl)C(=O)NCCCc1nnc2ccccn12
1428	COc1ccc(cc1OC)-c1cc(n[nH]1)C(=O)Nc1ccc2OCCCOc2c1
1429	COc1ccc(CNC(=O)C[C@@H](Cn2cnnn2)c2ccc(Cl)cc2)cc1OC
1430	COc1ccc(CNC(=O)C[C@H](Cn2cnnn2)c2ccc(Cl)cc2)cc1OC
1431	Cc1cc2oc(=O)cc(-c3cc4c(C[NH+]5CCCCCC5)cnc(C)c4o3)c2cc1C
1432	O[C@]12CCCC[C@@H]1CN(CC2)C(=O)c1cc(F)ccc1-n1cnnn1
1433	CC(C)n1ccc2c(cccc12)C(=O)NCCn1c2ccccc2[nH]c(=O)c1=O
1434	Clc1cc(ccc1C(=O)NCc1nnc2ccccn12)N1CCCCS1(=O)=O
1435	Clc1ccc(cc1)[C@H](CC(=O)N1CCC(CC1)c1nc2ccccc2[nH]1)Cn1cccc1
1436	CCOC(=O)c1cs\c(=N/C(=O)Cn2ccc3c(OC)cccc23)[nH]1
1437	Cn1ccc(NC(=O)C[C@H]2N=C(O)N(CCc3ccccc3)C2=O)n1
1438	COc1ccc2n(C)cc(C(=O)Nc3ccc4[nH]ccc4c3)c2c1
1439	Fc1cccc2[nH]nc(N3C[C@@H](CC3=O)C(=O)NCCc3ccccc3)c12
1440	Fc1cccc2[nH]nc(N3C[C@H](CC3=O)C(=O)NCCc3ccccc3)c12
1441	CC(C)[C@H](N1Cc2ccccc2C1=O)C(=O)NCCc1nnc2ccccn12
1442	COc1ccc(cc1OC)-c1nc(C)c(s1)C(=O)N[C@H]1CCOC(C)(C)C1
1443	COc1cccc(c1)-c1nc(C)c(s1)C(=O)Nc1cccc2[nH]ccc12
1444	CC(C)n1ccc2cc(ccc12)C(=O)NCC(=O)c1ccccc1
1445	COc1ccc(Cc2nn3c(nnc3s2)-c2cc(C)nn2C)cc1OC
1446	COCc1nn2c(ccnc2c1-c1ccccc1)-c1ccc(OC)cc1O
1447	Fc1ccc2ncn(CCNC(=O)[C@H]3CN(C(=O)C3)c3ccccc3)c(=O)c2c1
1448	CC(C)c1sc(Br)nc1C(=O)Nc1cccc(c1)C(=O)c1nccn1C
1449	CC[NH+]1CCC[C@H]1CNC(=O)COc1ccc(cc1)-c1nnn(C)n1
1450	C[NH+]1CCN(CC1)C(=O)c1cccc(c1)-n1nnnc1C
1451	C[C@@H](C(=O)N=c1[nH]cc[nH]1)c1ccc(C[C@@H]2CCCC2=O)cc1
1452	COCCn1cnc2ccc(NC(=O)CCCn3c(C)cc([O-])cc3=O)cc2c1=O
1453	COC(=O)CCNC(=O)C1CCC(Cn2cnc3ccccc3c2=O)CC1
1454	COCCn1cc(CCC(=O)N2CCO[C@@H](C2)c2ccccc2)c2ccccc12
1455	COCCn1cc(CCC(=O)N2CCO[C@H](C2)c2ccccc2)c2ccccc12
1456	C[C@@]12CN3C[C@@](C)(C[NH+](C1)[C@H]3c1cnc3ccccc3c1)C2O
1457	COc1ccccc1-c1cc(n[nH]1)C(=O)N1CCN(CC1)S(=O)(=O)N(C)C
1458	Cn1c(cc2cc(F)ccc12)C(=O)Nc1cccc2[nH]ccc12
1459	CS(=O)(=O)N1CCN(CC1)C(=O)CCC(=O)Nc1ccc2OCCCOc2c1
1460	COC(=O)C[C@H](c1c(C)[nH]nc1O)c1cc2ccccc2n(C)c1=O
1461	CC(C)Cc1n[nH]c(NC(=O)Cn2nc(ccc2=O)-c2ccccc2)n1
1462	CC(C)[C@H](N1Cc2ccccc2C1=O)C(=O)Nc1n[nH]c2cccc(F)c12
1463	CC(C)[C@@H](N1Cc2ccccc2C1=O)C(=O)Nc1n[nH]c2cccc(F)c12
1464	COc1ccc2cc(NC(=O)[C@@H](C)n3nnc4ccccc4c3=O)cnc2c1
1465	CN1c2cccnc2Oc2ccc(NC(=O)c3cncc(Br)c3)cc2C1=O
1466	COC(=O)C[C@H](c1c(O)n[nH]c1C)c1ccncc1
1467	COCCn1cnc2ccc(NC(=O)c3ccc(OC)cc3)cc2c1=O
1468	Cc1cc(C)nc(NCCC(=O)Nc2ccc(nc2)C(F)(F)F)n1
1469	COC(=O)CNC(=O)[C@H](C)n1nnc2ccccc2c1=O
1470	COC(=O)CNC(=O)[C@@H](C)n1nnc2ccccc2c1=O
1471	O=C(Nc1cccc2[nH]ccc12)C1CCC(Cn2cnc3ccccc3c2=O)CC1
1472	OC1=N[C@@H](CCC(=O)NCCc2ccncc2)C(=O)N1CCc1ccccc1
1473	C1CC(C1)c1nc2nccc(-c3ccco3)n2n1
1474	COCc1cc(=O)c(O)c(o1)[C@H](CC(=O)OC)c1cccc(OC(F)F)c1
1475	OC1=Nc2c([C@@H](C1)c1ccc(F)c(Cl)c1)c(=O)[nH]n2C1CCOCC1
1476	O=C(NCCCCCc1nnc2ccccn12)c1[nH]nc2CCCCc12
1477	COCCCNC(=O)c1ccccc1-n1nnnc1C
1478	Brc1ccc2c(n[nH]c2c1)N1C[C@@H](CC1=O)C(=O)NCc1ccccn1
1479	Brc1ccc2c(n[nH]c2c1)N1C[C@H](CC1=O)C(=O)NCc1ccccn1
1480	Cc1cc([O-])cc(=O)n1CCCC(=O)Nc1n[nH]c2cccc(F)c12
1481	COC(=O)c1[nH]\c(=N\C(=O)Cn2ncc3ccccc3c2=O)sc1C(C)C
1482	CC(C)n1ccc2c(cccc12)C(=O)Nc1ncc(C)s1
1483	COc1cccc(c1)N1C[C@H](CC1=O)C(=O)NCCn1cnc2ccc(F)cc2c1=O
1484	CC[NH+]1CCN(CC1)C(=O)c1ccccc1-n1nnnc1C
1485	CC(C)n1ccc2ccc(cc12)C(=O)N1CCO[C@@H](C1)c1ccccc1
1486	COc1cn(C)c(cc1=O)C(=O)N1CCN(CC1)S(=O)(=O)c1ccc(F)cc1
1487	CC1(C)N=C(O)N(CC(=O)NCC2(Cc3nnc4ccccn34)CCCCC2)C1=O
1488	Oc1ccc2c(c1)oc1c(-c3ccc[nH]c3=O)c3c(nc21)n([nH]c3=O)C1CCCCCC1
1489	Clc1ccc(cc1)[C@H](CC(=O)NCCc1nccs1)Cn1cnnn1
1490	COCc1nnc(NC(=O)C2CCN(CC2)c2ccc(OC)nn2)s1
1491	Cc1nc2ccc(F)cc2c(=O)n1CC(=O)Nc1nc2ccccc2s1
1492	Fc1cccc(CCNC(=O)c2cc(ccc2Cl)-n2cnnn2)c1
1493	CC(C)n1ccc2c(cccc12)C(=O)NCC[NH+](C)C
1494	COC(=O)c1[nH]\c(=N\C(=O)Cn2nc(ccc2=O)-c2cccs2)sc1CC(C)C
1495	COc1ccc(cc1)-c1nnsc1C(=O)Nc1cccc2n(ccc12)C(C)C
1496	COC(=O)Cc1c(C)c2ccc(O)c(C[NH+]3CCC(Cc4ccccc4)CC3)c2oc1=O
1497	COc1cc(NC(=O)C[C@@H]2C(=O)Nc3ccccc23)cc(OC)c1OC
1498	C[C@H](NC(=O)Cn1ccc2c(Cl)cccc12)c1nnc2ccccn12
1499	COc1ccccc1-c1cc(n[nH]1)C(=O)Nc1n[nH]c(n1)-c1ccccc1OC
1500	OC1=Nc2ccccc2C(=O)N[C@H]1CC(=O)Nc1nnc(CCc2ccccc2)s1
1501	Brc1ccc2c(n[nH]c2c1)N1C[C@@H](CC1=O)C(=O)NCCc1ccncc1
1502	Brc1ccc2c(n[nH]c2c1)N1C[C@H](CC1=O)C(=O)NCCc1ccncc1
1503	CC[NH+]1CCC[C@H]1CNC(=O)CCCn1nnc2ccccc2c1=O
1504	Cc1nnsc1-c1nn2c(nnc2s1)-c1c(Cl)cnn1C
1505	O=C(NCCc1c[nH+]c[nH]1)c1cccc(Nc2ncccn2)c1
1506	COC(=O)C[C@H](c1c(C)[nH]nc1O)c1cc(OC)c2OCCOc2c1
1507	COc1ccc(CC(=O)Nc2ccc3ncn(C)c(=O)c3c2)cc1
1508	COc1cccc(c1)-n1cc(C(=O)NCCc2c[nH+]c[nH]2)c2ccccc2c1=O
1509	OC1=Nc2c([C@H](C1)c1cccc(O)c1)c(=O)[nH]n2C1CCOCC1
1510	COc1ccc(cc1)N1CCN(CC1)C(=O)Cn1cc(OC)c(=O)cc1CN1CCOCC1
1511	COc1ccc(nn1)N1CCC(CC1)C(=O)Nc1nccs1
1512	CC1=C(CC(=O)Nc2cnn(C)c2)c2cc(F)ccc2\C1=C/c1ccc(cc1)[S@](C)=O
1513	CC1=C(CC(=O)Nc2cnn(C)c2)c2cc(F)ccc2\C1=C/c1ccc(cc1)[S@@](C)=O
1514	COCCn1ccc2ccc(cc12)C(=O)Nc1nc(n[nH]1)[C@@H]1CCCO1
1515	Cc1nc(C(=O)N2CCN(CC2)S(=O)(=O)c2ccc(Cl)cc2)c(C)s1
1516	Cc1cc(-c2nnc3sc(Cc4c(C)noc4C)nn23)n(C)n1
1517	Cn1c(C[NH+]2CCCCC2)cc(=O)c(O)c1CN1CCN(CCOc2ccccc2)CC1
1518	CC(C)C[NH2+]Cc1cnc(C)c2oc(cc12)C(=O)c1ccc2OCCOc2c1
1519	C[C@H](N1Cc2ccccc2C1=O)C(=O)Nc1n[nH]c2ccccc12
1520	COc1ccc(cc1)-c1[nH]nc(C)c1CC(=O)N1CCN(CC1)S(=O)(=O)N(C)C
1521	COC(=O)C[C@@H](c1cnn(C)c1C)c1oc(CSc2ccccc2)cc(=O)c1O
1522	COc1cc(cc(OC)c1O)[C@@H]1CC(O)=Nc2c1c(=O)[nH]n2C1CCOCC1
1523	COc1cc(cc(OC)c1O)[C@H]1CC(O)=Nc2c1c(=O)[nH]n2C1CCOCC1
1524	Cc1cc(-c2nnc3sc(Cc4ccc(OC(F)(F)F)cc4)nn23)n(C)n1
1525	OCCNC(=O)CC1(CCCCC1)n1cccc1
1526	COc1cc(cc2OCCOc12)C(=O)Nc1ccc2Oc3ncccc3N(C)C(=O)c2c1
1527	Cn1ccc2c(cccc12)C(=O)NCCc1nc2ccccc2n1C
1528	COCCn1cc(C(=O)NCCn2ccc3c(OC)cccc23)c2ccccc12
1529	COc1ccc(cc1)C(=O)CNC(=O)[C@H]1[C@H](N(C)C(=O)c2ccccc12)c1ccccc1
1530	O=C(CCNc1ncccn1)Nc1nc(cs1)-c1cccnc1
1531	CC(C)n1ccc2c(cccc12)C(=O)Nc1ccccn1
1532	Cc1nc2ccc(F)cc2c(=O)n1CCNC(=O)c1ccc(Br)o1
1533	CC(C)n1cnc2ccc(NC(=O)[C@@H]3CN(Cc4ccco4)C(=O)C3)cc2c1=O
1534	CC(C)Cc1nc(NC(=O)c2sc(nc2C)-n2cccc2)n[nH]1
1535	CC(C)c1n[n-]c(NC(=O)c2ccc(cc2Cl)N2CCCCS2(=O)=O)n1
1536	CC(C)n1cc(CCCC(=O)NCCc2nnc3ccccn23)c2ccccc12
1537	C(Cc1nc2nccc(-c3ccccn3)n2n1)C1CCCC1
1538	Cc1nc(C(=O)NCCCN2CCOCC2)c(Cc2ccccc2)s1
1539	CC(C)c1sc(Cl)nc1C(=O)NCCc1ccco1
1540	COc1ccc2n(cc(C(=O)Nc3cccc(c3)-c3nnn(C)n3)c2c1)C(C)C
1541	CC[NH+]1CCC[C@H]1CNC(=O)c1ccc2n(CCOC)ccc2c1
1542	O=C(CCNc1ncccn1)Nc1nc(cs1)-c1ccncc1
1543	COC(=O)CNC(=O)Cn1nc2CCCCc2cc1=O
1544	CC[NH+]1CCC[C@H]1CNC(=O)c1ccc2n(C)ccc2c1
1545	CC(C)OCCCNC(=O)[C@H]1CN(C(=O)C1)c1n[nH]c2cccc(F)c12
1546	CC(C)n1ccc2c(cccc12)C(=O)Nc1ccc2OCCOc2c1
1547	COc1ccc(NC(=O)C[C@H]2N=C(O)N(CCc3ccccc3)C2=O)cn1
1548	COc1ccc2cc(-c3c4oc5cc(O)ccc5c4nc4n(nc(O)c34)C3CCCC3)c(=O)n(C)c2c1
1549	Cn1ccc2c(NC(=O)c3csc(NC4CC4)n3)cccc12
1550	OC1=N[C@@H](CC(=O)NCCc2ccccn2)C(=O)N1CCc1ccccc1
1551	OC1=N[C@H](CC(=O)NCCc2ccccn2)C(=O)N1CCc1ccccc1
1552	CC(C)n1ccc2c(cccc12)C(=O)Nc1ccc(Cn2cncn2)cc1
1553	Cc1nc(C)c(s1)-c1nn2c(nnc2s1)-c1ccccc1
1554	OC1=Nc2ccc(NC(=O)c3ccc(Cl)nc3)cc2C(=O)N2CCC[C@@H]12
1555	OCCCNC(=O)c1cccc(Nc2ncccn2)c1
1556	COC(=O)C[C@H](c1c(C)[nH]nc1O)c1cc2cccc3CCn(c23)c1=O
1557	COCCn1cc(CC(=O)NCCc2nnc3ccccn23)c2ccccc12
1558	COCCNC(=O)c1cc(nn1C)-c1ccccc1Cl
1559	CC(C)[C@H](N1Cc2ccccc2C1=O)C(=O)Nc1cccc2n(ccc12)C(C)C
1560	CC(C)[C@@H](N1Cc2ccccc2C1=O)C(=O)Nc1cccc2n(ccc12)C(C)C
1561	OC1=N[C@H](CC(=O)NCc2ccco2)C(=O)N1CCc1ccccc1
1562	CC[NH+]1CCC[C@H]1CNC(=O)Cc1c(C)[nH]nc1-c1ccc(F)cc1
1563	Cn1c(C[NH+]2CCc3ccccc3C2)cc(=O)c(O)c1C[NH+]1CC[C@@H](C1)c1ccccc1
1564	Cc1cc([O-])cc(=O)n1CCCC(=O)Nc1ccc2ncn(C)c(=O)c2c1
1565	Clc1ccc(cc1)[C@@H](CC(=O)NCc1cccnc1)Cn1cccc1
1566	O=C(CC1(CCCCC1)n1cccc1)NCCc1nccs1
1567	COC(=O)C[C@@H](c1ccnn1C)c1oc(CSc2ccccc2)cc(=O)c1O
1568	Cc1cc(C)nc(NCCCC(=O)NCC2CCOCC2)n1
1569	COC(=O)c1[nH]\c(=N/C(=O)CN2C=Cc3cc(OC)c(OC)cc3CC2=O)sc1C(C)C
1570	CCOC(=O)c1[nH]c(C)c(C(=O)NCCc2nc3ccccc3n2C)c1C
1571	CC(C)n1ccc2ccc(cc12)C(=O)Nc1ccn(C)n1
1572	COCCn1cc(C(=O)N[C@H](C)c2nnc3ccccn23)c2ccccc2c1=O
1573	COCCn1cc(CC(=O)Nc2ccc(OC)nc2)c2ccccc12
1574	COc1ccc(-c2c3oc4cc(O)ccc4c3nc3n(nc(O)c23)C2CCCC2)c2ccccc12
1575	COC(=O)C[C@H](c1cccnc1)c1oc(CSc2ccc(F)cc2F)cc(=O)c1O
1576	COC(=O)C[C@H](c1ccsc1)c1oc(CSc2ccccc2)cc(=O)c1O
1577	O=C(NCCc1ccco1)[C@H]1CCCN(C1)c1ccc2nnnn2n1
1578	COc1ccccc1-n1c(C)cc(C(=O)NCc2cccnc2)c1C
1579	Cc1n[nH]c(c1CC(=O)NC1CC[NH+](Cc2ccccc2)CC1)-c1ccc(Cl)cc1
1580	COCCn1c(cc2ccccc12)C(=O)N1CCc2ccccc2C1
1581	C[C@H](C(=O)Nc1nnn[n-]1)c1ccc(c(F)c1)-c1ccccc1
1582	C[C@@H](C(=O)Nc1nnn[n-]1)c1ccc(c(F)c1)-c1ccccc1
1583	Cc1[nH]nc(c1CC(=O)NCCc1ccc(O)cc1)-c1ccc(F)cc1
1584	Cc1cc(C)n(n1)-c1cccc(c1)C(=O)NCCc1ccccn1
1585	COC(=O)C[C@H](c1c(C)[nH]nc1O)c1ccc(SC)cc1
1586	COC(=O)C[C@@H](c1c(C)[nH]nc1O)c1ccc(SC)cc1
1587	COC(=O)C[C@@H](c1ccc(O)cc1)c1oc(CSc2ccccc2F)cc(=O)c1[O-]
1588	COc1ccccc1N1CCN(CC1)C(=O)CN1C(O)=NC2(CCCC2)C1=O
1589	CC(C)Cn1nc(CC(=O)N=c2[nH]cc[nH]2)c2ccccc2c1=O
1590	Cc1nn(C)c(C)c1-c1nnc2sc(nn12)-c1cccc(Cl)c1
1591	Cc1ccc2c(cc(=O)oc2c1C)-c1cc2c(CN3CCOCC3)cnc(C)c2o1
1592	OC1=Nc2c([C@H](C1)c1ccc(O)cc1)c(=O)[nH]n2C1CCOCC1
1593	CC(C)Cn1cnc2ccc(NC(=O)c3ccco3)cc2c1=O
1594	COC(=O)C[C@H](c1c(C)[nH]nc1O)c1cc2cc(C)ccc2n(CC(C)C)c1=O
1595	Cc1cc(C)nc(Nc2ccc(cc2)C(=O)Nc2cccc(c2)-c2nc[nH]n2)n1
1596	CC(C)c1sc(Cl)nc1C(=O)NCCc1nccs1
1597	CCCN1CC=C2[C@@H](C1)[C@H](c1ccc(OC(C)C)c(OCC)c1)C(C#N)(C#N)C(N)=C2C
1598	Cc1ccc(Cl)cc1N(CC(=O)N1CCN(Cc2ccccc2)CC1)S(C)(=O)=O
1599	COc1ccc(cc1Br)S(=O)(=O)NCc1nc(no1)-c1ccc(C)cc1
1600	COc1ccc(cc1Br)S(=O)(=O)NCc1nc(no1)-c1cccs1
1601	COc1ccc(cc1Br)S(=O)(=O)N(C)Cc1nc(no1)-c1cccs1
1602	Clc1ccc(Cl)c(c1)S(=O)(=O)NCc1nc(no1)-c1ccccc1Cl
1603	C[C@H](Sc1ccc(Cl)cc1)C(=O)NCc1nc(no1)-c1ccc(Cl)cc1
1604	C[C@@H](Sc1ccc(Cl)cc1)C(=O)NCc1nc(no1)-c1ccc(Cl)cc1
1605	C[C@@H](Sc1ccc(Cl)cc1)C(=O)N(C)Cc1nc(no1)-c1cccc(C)c1
1606	C[C@H](Sc1ccc(Cl)cc1)C(=O)N(C)Cc1nc(no1)-c1cccc(C)c1
1607	COc1cccc(c1)-c1noc(CNC(=O)[C@H](C)Sc2ccccc2)n1
1608	COc1ccc(cc1)-c1noc(CNC(=O)[C@H](C)Sc2ccccc2)n1
1609	C[C@H](Sc1ccccc1)C(=O)NCc1nc(no1)-c1ccccc1Cl
1610	C[C@@H](Sc1ccccc1)C(=O)N(C)Cc1nc(no1)-c1ccc(Cl)cc1
1611	COc1cccc(c1)-c1noc(CNC(=O)CCSc2ccccc2)n1
1612	Cc1ccc(cc1)-c1noc(CNC(=O)CCSc2ccc(Cl)cc2)n1
1613	C[NH+]1CCC(CC1)NC(=O)CN(c1cccc(Cl)c1)S(=O)(=O)c1ccc(C)cc1
1614	C[NH+]1CCC(CC1)NC(=O)CN(c1ccc(Cl)cc1C)S(C)(=O)=O
1615	Cc1ccc(cc1)-c1cc2n(ccn(CCC(=O)N3CC[NH2+]CC3)c2=O)n1
1616	CCOC(=O)c1cn(C[C@H](O)c2cccs2)nn1
1617	Cc1ccc(C([O-])=O)c2[C@H]3C=CC[C@H]3[C@@H](Nc12)c1ccc(Cl)c(Cl)c1
1618	O=C(CSc1ncnc2nc[nH]c12)N(CCC#N)CCC#N
1619	O=C(CSc1ncnc2nc[nH]c12)N(Cc1ccccc1)Cc1ccccc1
1620	O=C(CSc1ncnc2nc[nH]c12)Nc1ccc(cc1)S(=O)(=O)[N-]c1nccs1
1621	Cn1ccnc1SCC(=O)Nc1ccc(cn1)C(F)(F)F
1622	CCOC(=O)c1c(NC(=O)CCSc2nccn2C)sc2C[C@@H](C)CCc12
1623	FC(F)(F)c1cc(-c2ccccc2)n(n1)-c1cc(Cl)ncn1
1624	CCOc1ccc(Nc2cc(ncn2)-n2nc(cc2-c2ccccc2)C(F)(F)F)cc1
1625	Cc1cc(C)nc([N-]S(=O)(=O)c2ccc(NC(=O)Cn3c4ccccc4sc3=O)cc2)n1
1626	Clc1ccc(cc1)-c1noc(n1)-c1ccccc1C(=O)Nc1ccccn1
1627	COc1ccc(cc1)-c1noc(n1)-c1ccccc1C(=O)Nc1nnn[n-]1
1628	O=C(CCc1nc(CSc2nc(cs2)-c2ccccc2)no1)Nc1ccccc1
1629	O=S1(=O)N=C(OCc2ccc3OCOc3c2)c2ccccc12
1630	O=C1CCC[C@H]1[C@@H](N(C1=NS(=O)(=O)c2ccccc12)c1ccccc1)c1ccccc1
1631	O=C1CCC[C@@H]1[C@@H](N(C1=NS(=O)(=O)c2ccccc12)c1ccccc1)c1ccccc1
1632	O=C(CN(C1=NS(=O)(=O)c2ccccc12)c1ccccc1)NCCOC(=O)c1ccccc1
1633	CCCCN(CCCC)C1=NS(=O)(=O)c2ccccc12
1634	CN(C[C@H](O)COc1cccc2ccccc12)C1=NS(=O)(=O)c2ccccc12
1635	CN(C[C@@H](O)COc1cccc2ccccc12)C1=NS(=O)(=O)c2ccccc12
1636	C[C@H](O)[C@H]1N=C2N(C1=O)S(=O)(=O)c1ccccc21
1637	C[C@@H](O)[C@H]1N=C2N(C1=O)S(=O)(=O)c1ccccc21
1638	COc1ccc(OC[C@@H](CN(C)C2=NS(=O)(=O)c3ccccc23)OC(=O)c2cccc(C)c2)cc1
1639	CC[C@H](N1CCOCC1)C(=O)Oc1ccc(cc1)N(C)C1=NS(=O)(=O)c2ccccc12
1640	CC[C@@H](N1CCOCC1)C(=O)Oc1ccc(cc1)N(C)C1=NS(=O)(=O)c2ccccc12
1641	O=C(OCCN(C1=NS(=O)(=O)c2ccccc12)c1ccccc1)c1cccnc1
1642	Clc1ccc(cc1)N1C[C@@H](CC1=O)C(=O)Oc1ccccc1NC1=NS(=O)(=O)c2ccccc12
1643	CC(C)c1cc(NC2=NS(=O)(=O)c3ccccc23)c(C)cc1OC(=O)c1cccnc1
1644	O=S1(=O)N=C(N2CCOC2)c2ccccc12
1645	COc1ccc(cc1OC)-c1csc(NC(=O)CCCc2nc(no2)-c2ccccc2)n1
1646	CCOc1ccc(cc1)-c1csc(NC(=O)CCCc2nc(no2)-c2ccccc2)n1
1647	CCOC(=O)c1c(NC(=O)CCCc2nc(no2)-c2ccccc2Cl)sc2CCCCc12
1648	CCOC(=O)c1c(NC(=O)CCCc2nc(no2)-c2ccccc2Cl)sc2C[C@@H](C)CCc12
1649	[O-]C(=O)c1ccc(NC(=O)CCCc2nc(no2)-c2ccc(Cl)cc2)cc1
1650	COc1ccc(cc1OC)-c1csc(NC(=O)CCCc2nc(no2)-c2ccc(Cl)cc2)n1
1651	COc1ccccc1-c1noc(CCCC(=O)Nc2cccc(c2)C(C)=O)n1
1652	COc1ccccc1-c1noc(CCCC(=O)Nc2ccc(cc2)S(=O)(=O)N2CCCCCC2)n1
1653	CC(C)c1ccc(NC(=O)CCCc2nc(no2)-c2cccnc2)cc1
1654	Fc1cccc(NC(=O)CCCc2nc(no2)-c2cccnc2)c1
1655	Cc1sc(NC(=O)CCCc2nc(no2)-c2cccnc2)nc1-c1ccc(Cl)cc1
1656	C[C@H]1CCc2c(C1)sc(NC(=O)CCc1nc(CSc3nc4cc(C)ccc4o3)no1)c2C#N
1657	COc1cccc(NC(=O)CCc2nc(CSc3nc4cc(Cl)ccc4o3)no2)c1
1658	Clc1ccccc1NC(=O)CCc1nc(CSc2nc3ccccc3[nH]2)no1
1659	Clc1ccc(NC(=O)CCc2nc(CSc3nc4ccccc4[nH]3)no2)cc1
1660	COc1ccc(NC(=O)CCc2nc(CSc3nc4ccccc4[nH]3)no2)cc1
1661	Fc1ccc(NC(=O)CCc2nc(CSc3nc4ccccc4[nH]3)no2)cc1
1662	Cc1cccc(NC(=O)CCc2nc(CSc3nc4ccc(C)cc4[nH]3)no2)c1
1663	Clc1cccc(NC(=O)CCc2nc(CSc3nnc(o3)-c3ccccc3)no2)c1
1664	Cc1n[nH]c(SCc2noc(CCC(=O)Nc3ccc(Cl)cc3)n2)n1
1665	Cc1n[nH]c(SCc2noc(CCC(=O)Nc3ccc(Br)cc3)n2)n1
1666	COc1ccc(NC(=O)CCc2nc(CSc3nc(C)n[nH]3)no2)cc1
1667	Cc1ccccc1NC(=O)CCc1nc(CSc2nc3cc(Cl)ccc3o2)no1
1668	Cc1ccccc1NC(=O)CCc1nc(CSc2nc3ccccc3[nH]2)no1
1669	Cc1ccc2nc(SCc3noc(CCC(=O)Nc4ccccc4C)n3)[nH]c2c1
1670	Cc1ccc(NC(=O)CCc2nc(CSc3nc4ccccc4n3C)no2)c(C)c1
1671	Cc1cc(NC(=O)CCc2nc(CSc3nnc(o3)-c3ccco3)no2)ccc1Br
1672	Cc1ccc(NC(=O)CCc2nc(CSc3nc(n[nH]3)-c3cccc(C)c3)no2)cc1
1673	Fc1ccc(NC(=O)CCc2nc(CSc3nc4cc(Cl)ccc4o3)no2)c(F)c1
1674	Clc1ccc2oc(SCc3noc(CCC(=O)Nc4ccc5OCOc5c4)n3)nc2c1
1675	Cc1nnc(NC(=O)CCc2nc(CSc3nc(n[nH]3)-c3ccccc3C)no2)s1
1676	Cc1cc2nc(SCc3noc(CCC(=O)Nc4nncs4)n3)[nH]c2cc1C
1677	Cc1cc(C)cc(NC(=O)CCc2nc(CSc3nnc(o3)-c3ccncc3)no2)c1
1678	O=C(CCc1nc(CSc2nnc(o2)-c2ccncc2)no1)Nc1nccs1
1679	O=C(Oc1ccccc1NC1=NS(=O)(=O)c2ccccc12)[C@H]1CN(C(=O)C1)c1ccccc1
1680	O=C(Oc1ccccc1NC1=NS(=O)(=O)c2ccccc12)[C@@H]1CN(C(=O)C1)c1ccccc1
1681	Clc1ccc(OC(=O)[C@H]2CN(C(=O)C2)c2ccccc2)c(NC2=NS(=O)(=O)c3ccccc23)c1
1682	NC(=O)[C@@H]1CCCN1C(=O)CCc1nc2ncc(Br)cc2[nH]1
1683	Cc1nnc(S[C@H](C(=O)NC2CCCCCC2)c2ccccc2)s1
1684	Cc1nnc(S[C@@H](C(=O)NC2CCCCCC2)c2ccccc2)s1
1685	O=C(CCSc1nc2ccccc2o1)NC1CCCCC1
1686	Cc1cc(C)nc(S[C@H](C(=O)NCc2ccccc2)c2ccccc2)n1
1687	Cc1ccc(cc1NC(=O)CSc1cn[nH]n1)C([O-])=O
1688	CC(=O)c1cccc(NC(=O)[C@H](Sc2cn[nH]n2)c2ccccc2)c1
1689	CC(=O)c1cccc(NC(=O)[C@@H](Sc2cn[nH]n2)c2ccccc2)c1
1690	Cc1cc(NC(=O)[C@@H](Sc2cn[nH]n2)c2ccccc2)no1
1691	CN(C(=O)CSc1cn[nH]n1)c1ccccc1
1692	C[C@@H]1CCCC[C@H]1NC(=O)CSc1cn[nH]n1
1693	C[C@H]1CCCC[C@H]1NC(=O)CSc1cn[nH]n1
1694	Clc1ccccc1CNC(=O)CSc1cn[nH]n1
1695	Cc1nonc1NC(=O)CSc1nc(N)cc(N)n1
1696	Cc1nonc1NC(=O)CSc1nc(C)cc(C)n1
1697	Cc1[nH]c2ccc(OC(F)(F)F)cc2c1CCNC(=O)CSc1nnnn1C
1698	O=C(NC1CCCCCC1)[C@@H](Sc1cn[nH]n1)c1ccccc1
1699	O=C(NC1CCCCCC1)[C@H](Sc1cn[nH]n1)c1ccccc1
